,id,date_of_receipt,receipt_number,remarks,units,brand,category,brand_model,status,img,file_exists,file_name,file_size_MB,processed_data,m_receipt_date,m_receipt_number,m_brand_model,m_brand,receipt_type
92,651753,7/3/24,7641,Approved,1,Ray-Ban,Optical,5315 2000,1,Receipt/2024/iwsoflmjbe.jpg,Yes,iwsoflmjbe.jpg,6.554113,"{'m_receipt_date': ['2024-07-03', '2024-07-03'], 'm_receipt_number': ['EC007641', 'EC007641'], 'm_brand_model': ['5315D/P/Rayban/C200053', '5315D/P/Rayban/C200053'], 'm_brand': ['5315D/P/Rayban/C200053', '5315D/P/Rayban/C200053'], 'id': 651753, 'receipt_type': 'Printed'}","['2024-07-03', '2024-07-03']","['EC007641', 'EC007641']","['5315D/P/Rayban/C200053', '5315D/P/Rayban/C200053']","['5315D/P/Rayban/C200053', '5315D/P/Rayban/C200053']",Printed
93,651751,6/9/24,or-ckh24001192,Approved,1,Ray-Ban,Optical,rb3447,1,Receipt/2024/pd3b6hase2.jpg,Yes,pd3b6hase2.jpg,11.709448,"{'m_receipt_date': ['2024-06-09', '2024-06-09'], 'm_receipt_number': ['OR-CKH24001192', 'OR-CKH24001192'], 'm_brand_model': ['RAYBAN 3447V 2991', '3447V'], 'm_brand': ['RAYBAN 3447V 2991', 'RAYBAN'], 'id': 651751, 'receipt_type': 'Printed'}","['2024-06-09', '2024-06-09']","['OR-CKH24001192', 'OR-CKH24001192']","['RAYBAN 3447V 2991', '3447V']","['RAYBAN 3447V 2991', 'RAYBAN']",Printed
94,651750,7/6/24,14595,Approved,1,Ray-Ban,Optical,7178 2001,1,Receipt/2024/zgsqz88tzc.jpg,Yes,zgsqz88tzc.jpg,7.072474,"{'m_receipt_date': ['2024-07-06', '2024-07-06'], 'm_receipt_number': ['EC014595', 'EC014595', 'EC014595', 'EC014595'], 'm_brand_model': ['SG220900013 7178D/P/RayBan/C200151', '7178D/P/RayBan/C200151'], 'm_brand': ['SG220900013 7178D/P/RayBan/C200151', '7178D/P/RayBan/C200151'], 'id': 651750, 'receipt_type': 'Printed'}","['2024-07-06', '2024-07-06']","['EC014595', 'EC014595', 'EC014595', 'EC014595']","['SG220900013 7178D/P/RayBan/C200151', '7178D/P/RayBan/C200151']","['SG220900013 7178D/P/RayBan/C200151', '7178D/P/RayBan/C200151']",Printed
95,651748,6/8/24,or-ckh24001185,Approved,1,Ray-Ban,Sunglasses,rb3030,1,Receipt/2024/l5i1wppler.jpg,Yes,l5i1wppler.jpg,11.785222,"{'m_receipt_date': ['2024-06-08', '2024-06-08'], 'm_receipt_number': ['OR-CKH24001185', 'OR-CKH24001185'], 'm_brand_model': ['RAYBAN 3030 W3402', '3030'], 'm_brand': ['RAYBAN 3030 W3402', 'RAYBAN'], 'id': 651748, 'receipt_type': 'Printed'}","['2024-06-08', '2024-06-08']","['OR-CKH24001185', 'OR-CKH24001185']","['RAYBAN 3030 W3402', '3030']","['RAYBAN 3030 W3402', 'RAYBAN']",Printed
96,651747,7/8/24,14597,Approved,1,Ray-Ban,Optical,5403 5920,1,Receipt/2024/ctb2jahzlm.jpg,Yes,ctb2jahzlm.jpg,6.402996,"{'m_receipt_date': ['2024-07-08', '2024-07-08'], 'm_receipt_number': ['EC014597', 'EC014597'], 'm_brand_model': ['5403D/P/RayBan/C592054', '5403D/P/RayBan/C592054'], 'm_brand': ['5403D/P/RayBan/C592054', '5403D/P/RayBan/C592054'], 'id': 651747, 'receipt_type': 'Printed'}","['2024-07-08', '2024-07-08']","['EC014597', 'EC014597']","['5403D/P/RayBan/C592054', '5403D/P/RayBan/C592054']","['5403D/P/RayBan/C592054', '5403D/P/RayBan/C592054']",Printed
97,651746,6/7/24,or-ckh24001170,Approved,1,Ray-Ban,Optical,rb4379,1,Receipt/2024/wrq9k3vcpa.jpg,Yes,wrq9k3vcpa.jpg,11.64926,"{'m_receipt_date': ['2024-06-07', '2024-06-07'], 'm_receipt_number': ['OR-CKH24001170', 'OR-CKH24001170'], 'm_brand_model': ['RAYBAN 4379VD 8169', '4379VD'], 'm_brand': ['RAYBAN 4379VD 8169', 'RAYBAN'], 'id': 651746, 'receipt_type': 'Printed'}","['2024-06-07', '2024-06-07']","['OR-CKH24001170', 'OR-CKH24001170']","['RAYBAN 4379VD 8169', '4379VD']","['RAYBAN 4379VD 8169', 'RAYBAN']",Printed
98,651744,6/1/24,or-ckh24001112,Approved,2,Ray-Ban,Sunglasses,rb4392,1,Receipt/2024/qrhfgdsrfg.jpg,Yes,qrhfgdsrfg.jpg,11.408131,"{'m_receipt_date': ['2024-06-01', '2024-06-01'], 'm_receipt_number': ['OR-CKH24001112', 'OR-CKH24001112'], 'm_brand_model': ['RAYBAN 4392D 601/87', 'RAYBAN 4392D 601/87', '4392D', '4392D'], 'm_brand': ['RAYBAN 4392D 601/87', 'RAYBAN 4392D 601/87', 'RAYBAN', 'RAYBAN'], 'id': 651744, 'receipt_type': 'Printed'}","['2024-06-01', '2024-06-01']","['OR-CKH24001112', 'OR-CKH24001112']","['RAYBAN 4392D 601/87', 'RAYBAN 4392D 601/87', '4392D', '4392D']","['RAYBAN 4392D 601/87', 'RAYBAN 4392D 601/87', 'RAYBAN', 'RAYBAN']",Printed
99,651743,5/25/24,or-ckh24001049,Approved,1,Ray-Ban,Optical,rb4361,1,Receipt/2024/eledwlgbir.jpg,Yes,eledwlgbir.jpg,12.018365,"{'m_receipt_date': ['2024-05-25', '2024-05-25'], 'm_receipt_number': ['OR-CKH24001049', 'OR-CKH24001049'], 'm_brand_model': ['RAYBAN 4361VF 2012', '4361VF'], 'm_brand': ['RAYBAN 4361VF 2012', 'RAYBAN'], 'id': 651743, 'receipt_type': 'Printed'}","['2024-05-25', '2024-05-25']","['OR-CKH24001049', 'OR-CKH24001049']","['RAYBAN 4361VF 2012', '4361VF']","['RAYBAN 4361VF 2012', 'RAYBAN']",Printed
100,651741,5/12/24,or-ckh24000964,Approved,1,Ray-Ban Kids,Sunglasses,rb9536,1,Receipt/2024/6mqd9wddpr.jpg,Yes,6mqd9wddpr.jpg,11.92855,"{'m_receipt_date': ['2024-05-12', '2024-05-12'], 'm_receipt_number': ['OR-CKH24000964', 'OR-CKH24000964'], 'm_brand_model': [], 'm_brand': ['RAYBAN JUNIOR 9536 241/80', 'RAYBAN'], 'id': 651741, 'receipt_type': 'Printed'}","['2024-05-12', '2024-05-12']","['OR-CKH24000964', 'OR-CKH24000964']",[],"['RAYBAN JUNIOR 9536 241/80', 'RAYBAN']",Printed
101,651729,5/9/24,or-ckh24000940,Approved,1,Ray-Ban,Optical,rb6466,1,Receipt/2024/d3bmq3vdvh.jpg,Yes,d3bmq3vdvh.jpg,11.761856,"{'m_receipt_date': ['2024-05-09', '2024', '2024', '2024-05-09', '20:40', '2024', '2024'], 'm_receipt_number': ['OR-CKH24000940', 'OR-CKH24000940'], 'm_brand_model': ['RAYBAN 6466 2905', '6466'], 'm_brand': ['RAYBAN 6466 2905', 'RAYBAN'], 'id': 651729, 'receipt_type': 'Printed'}","['2024-05-09', '2024', '2024', '2024-05-09', '20:40', '2024', '2024']","['OR-CKH24000940', 'OR-CKH24000940']","['RAYBAN 6466 2905', '6466']","['RAYBAN 6466 2905', 'RAYBAN']",Printed
102,651728,5/4/24,or-ckh24000914,Approved,1,Ray-Ban,Optical,rb6418,1,Receipt/2024/ljsybdjo7y.jpg,Yes,ljsybdjo7y.jpg,11.675713,"{'m_receipt_date': ['2024-05-04', '2024-05-04'], 'm_receipt_number': ['OR-CKH24000914', 'OR-CKH24000914'], 'm_brand_model': ['RAYBAN 6418D 2943', '6418D'], 'm_brand': ['RAYBAN 6418D 2943', 'RAYBAN'], 'id': 651728, 'receipt_type': 'Printed'}","['2024-05-04', '2024-05-04']","['OR-CKH24000914', 'OR-CKH24000914']","['RAYBAN 6418D 2943', '6418D']","['RAYBAN 6418D 2943', 'RAYBAN']",Printed
103,651727,6/20/24,11064,Approved,1,Ray-Ban,Optical,8422 3125,1,Receipt/2024/hzz3rkwyys.jpg,Yes,hzz3rkwyys.jpg,7.095122,"{'m_receipt_date': [], 'm_receipt_number': ['EC011064', 'EC011064', 'EC011064', 'EC011064'], 'm_brand_model': ['SG032300027 8422/M/RayBan/C312554', '8422/M/RayBan/C312554'], 'm_brand': ['SG032300027 8422/M/RayBan/C312554', '8422/M/RayBan/C312554'], 'id': 651727, 'receipt_type': 'Printed'}",[],"['EC011064', 'EC011064', 'EC011064', 'EC011064']","['SG032300027 8422/M/RayBan/C312554', '8422/M/RayBan/C312554']","['SG032300027 8422/M/RayBan/C312554', '8422/M/RayBan/C312554']",Printed
104,651726,5/4/24,or-ckh24000911,Approved,1,Ray-Ban,Optical,rb8421,1,Receipt/2024/gqw4fzwdwn.jpg,Yes,gqw4fzwdwn.jpg,11.335771,"{'m_receipt_date': ['2024-05-04', '2024-05-04'], 'm_receipt_number': ['OR-CKH24000911', 'OR-CKH24000911'], 'm_brand_model': ['RAYBAN 8421 2861', '8421'], 'm_brand': ['RAYBAN 8421 2861', 'RAYBAN'], 'id': 651726, 'receipt_type': 'Printed'}","['2024-05-04', '2024-05-04']","['OR-CKH24000911', 'OR-CKH24000911']","['RAYBAN 8421 2861', '8421']","['RAYBAN 8421 2861', 'RAYBAN']",Printed
105,651724,5/3/24,or-ckh24000908,Approved,1,Ray-Ban,Optical,rb8772,1,Receipt/2024/blingozxm9.jpg,Yes,blingozxm9.jpg,11.713677,"{'m_receipt_date': ['2024-05-03', '2024-05-03'], 'm_receipt_number': ['OR-CKH24000908', 'OR-CKH24000908'], 'm_brand_model': ['RAYBAN 8772D 1241', '8772D'], 'm_brand': ['RAYBAN 8772D 1241', 'RAYBAN'], 'id': 651724, 'receipt_type': 'Printed'}","['2024-05-03', '2024-05-03']","['OR-CKH24000908', 'OR-CKH24000908']","['RAYBAN 8772D 1241', '8772D']","['RAYBAN 8772D 1241', 'RAYBAN']",Printed
106,651723,5/26/24,13921,Approved,1,Ray-Ban,Optical,3875 3118,1,Receipt/2024/thl9ciplaf.jpg,Yes,thl9ciplaf.jpg,6.504253,"{'m_receipt_date': ['2024-05-26', '2024-05-26'], 'm_receipt_number': ['EC013921', 'EC013921', 'EC013921', 'EC013921'], 'm_brand_model': [], 'm_brand': ['FR112100024 3857VF/M/RayBan/C311855', '3857VF/M/RayBan/C311855'], 'id': 651723, 'receipt_type': 'Printed'}","['2024-05-26', '2024-05-26']","['EC013921', 'EC013921', 'EC013921', 'EC013921']",[],"['FR112100024 3857VF/M/RayBan/C311855', '3857VF/M/RayBan/C311855']",Printed
107,651722,5/3/24,or-ckh24000906,Approved,1,Ray-Ban,Optical,rb8775,1,Receipt/2024/ljvlmdxdfk.jpg,Yes,ljvlmdxdfk.jpg,12.678867,"{'m_receipt_date': ['2024-05-03', '2024-05-03'], 'm_receipt_number': ['OR-CKH24000906', 'OR-CKH24000906'], 'm_brand_model': ['RAYBAN 8775D 1121', '8775D'], 'm_brand': ['RAYBAN 8775D 1121', 'RAYBAN'], 'id': 651722, 'receipt_type': 'Printed'}","['2024-05-03', '2024-05-03']","['OR-CKH24000906', 'OR-CKH24000906']","['RAYBAN 8775D 1121', '8775D']","['RAYBAN 8775D 1121', 'RAYBAN']",Printed
108,651720,5/1/24,or-ckh24000896,Approved,1,Ray-Ban,Optical,rb7140,1,Receipt/2024/slnf76y4ro.jpg,Yes,slnf76y4ro.jpg,11.853386,"{'m_receipt_date': ['2024-05-01', '2024-05-01'], 'm_receipt_number': ['OR-CKH24000896', 'OR-CKH24000896'], 'm_brand_model': ['RAYBAN 7140 2001', '7140'], 'm_brand': ['RAYBAN 7140 2001', 'RAYBAN'], 'id': 651720, 'receipt_type': 'Printed'}","['2024-05-01', '2024-05-01']","['OR-CKH24000896', 'OR-CKH24000896']","['RAYBAN 7140 2001', '7140']","['RAYBAN 7140 2001', 'RAYBAN']",Printed
109,651719,5/1/24,or-ckh24000895,Approved,1,Ray-Ban,Optical,rb5417,1,Receipt/2024/x3oxpskg2d.jpg,Yes,x3oxpskg2d.jpg,12.782108,"{'m_receipt_date': ['2024-05-01', '2024-05-01'], 'm_receipt_number': ['OR-CKH24000895', 'OR-CKH24000895'], 'm_brand_model': ['RAYBAN 5417F 8252', '5417F'], 'm_brand': ['RAYBAN 5417F 8252', 'RAYBAN'], 'id': 651719, 'receipt_type': 'Printed'}","['2024-05-01', '2024-05-01']","['OR-CKH24000895', 'OR-CKH24000895']","['RAYBAN 5417F 8252', '5417F']","['RAYBAN 5417F 8252', 'RAYBAN']",Printed
110,651718,6/17/24,14558,Approved,1,Ray-Ban,Optical,3447 2503,1,Receipt/2024/o8vhldbfoo.jpg,Yes,o8vhldbfoo.jpg,4.732873,"{'m_receipt_date': ['2024-06-17', '2024-06-17'], 'm_receipt_number': ['EC014558', 'EC014558', 'EC014558', 'EC014558'], 'm_brand_model': ['3447V/M/RayBan/C250350', '3447V/M/RayBan/C250350'], 'm_brand': ['3447V/M/RayBan/C250350', '3447V/M/RayBan/C250350'], 'id': 651718, 'receipt_type': 'Printed'}","['2024-06-17', '2024-06-17']","['EC014558', 'EC014558', 'EC014558', 'EC014558']","['3447V/M/RayBan/C250350', '3447V/M/RayBan/C250350']","['3447V/M/RayBan/C250350', '3447V/M/RayBan/C250350']",Printed
111,651717,6/10/24,14543,Approved,1,Ray-Ban,Optical,3447 3120,1,Receipt/2024/mibviypj1b.jpg,Yes,mibviypj1b.jpg,5.138535,"{'m_receipt_date': ['2024-06-10', '2024-06-10'], 'm_receipt_number': ['EC014543', 'EC014543', 'EC014543', 'EC014543'], 'm_brand_model': ['3447V/M/RayBan/C312050', '3447V/M/RayBan/C312050'], 'm_brand': ['3447V/M/RayBan/C312050', '3447V/M/RayBan/C312050'], 'id': 651717, 'receipt_type': 'Printed'}","['2024-06-10', '2024-06-10']","['EC014543', 'EC014543', 'EC014543', 'EC014543']","['3447V/M/RayBan/C312050', '3447V/M/RayBan/C312050']","['3447V/M/RayBan/C312050', '3447V/M/RayBan/C312050']",Printed
112,651716,5/4/24,POK24-001487,Approved,1,Ray-Ban,Optical,RB6494,1,Receipt/2024/t3ea2fvpew.jpg,Yes,t3ea2fvpew.jpg,9.579371,"{'m_receipt_date': ['2024-05-04', '2024-05-04'], 'm_receipt_number': ['POK24-001487', 'POK24-001487'], 'm_brand_model': ['RAY BAN RB6494 2861', 'RB6494'], 'm_brand': ['RAY BAN RB6494 2861'], 'id': 651716, 'receipt_type': 'Printed'}","['2024-05-04', '2024-05-04']","['POK24-001487', 'POK24-001487']","['RAY BAN RB6494 2861', 'RB6494']",['RAY BAN RB6494 2861'],Printed
113,651715,6/17/24,14558,Approved,1,Ray-Ban,Sunglasses,2206 901,1,Receipt/2024/nkg8fw95js.jpg,Yes,nkg8fw95js.jpg,6.147572,"{'m_receipt_date': ['2024-06-17', '2024-06-17'], 'm_receipt_number': ['EC014558', 'EC014558', 'EC014558', 'EC014558'], 'm_brand_model': ['2206D/S/RayBan/C901-8757', '2206D/S/RayBan/C901-8757'], 'm_brand': ['2206D/S/RayBan/C901-8757', '2206D/S/RayBan/C901-8757'], 'id': 651715, 'receipt_type': 'Printed'}","['2024-06-17', '2024-06-17']","['EC014558', 'EC014558', 'EC014558', 'EC014558']","['2206D/S/RayBan/C901-8757', '2206D/S/RayBan/C901-8757']","['2206D/S/RayBan/C901-8757', '2206D/S/RayBan/C901-8757']",Printed
114,651692,7/9/24,111218,Approved,1,Ray-Ban,Optical,RB6369,1,Receipt/2024/jpeg_20240709_132445.jpg,Yes,jpeg_20240709_132445.jpg,0.302206,"{'m_receipt_date': ['9/7/2024', '9/7/2024'], 'm_receipt_number': ['No. 111218', '111218'], 'm_brand_model': ['Ray Ban RB 6369', '6369'], 'm_brand': ['Ray Ban RB 6369'], 'id': 651692, 'receipt_type': 'Handwritten'}","['9/7/2024', '9/7/2024']","['No. 111218', '111218']","['Ray Ban RB 6369', '6369']",['Ray Ban RB 6369'],Handwritten
115,651690,6/7/24,POK24-001853,Approved,1,Emporio Armani,Optical,EA3145D,1,Receipt/2024/2rf40ckrok.jpg,Yes,2rf40ckrok.jpg,11.247243,"{'m_receipt_date': ['2024-06-07', '2024-06-07'], 'm_receipt_number': ['POK24-001853', 'POK24-001853'], 'm_brand_model': ['EA3145D 5026 55#17', 'EA3145D'], 'm_brand': ['EMPORIO ARMANI'], 'id': 651690, 'receipt_type': 'Printed'}","['2024-06-07', '2024-06-07']","['POK24-001853', 'POK24-001853']","['EA3145D 5026 55#17', 'EA3145D']",['EMPORIO ARMANI'],Printed
116,651689,5/27/24,POK24-001746,Approved,1,Coach,Optical,HC6191BD,1,Receipt/2024/jtjdxexhtk.jpg,Yes,jtjdxexhtk.jpg,14.302481,"{'m_receipt_date': [], 'm_receipt_number': ['POK24-001746', 'POK24-001746'], 'm_brand_model': ['COACH HC6191BD', 'HC6191BD'], 'm_brand': ['COACH HC6191BD', 'COACH'], 'id': 651689, 'receipt_type': 'Printed'}",[],"['POK24-001746', 'POK24-001746']","['COACH HC6191BD', 'HC6191BD']","['COACH HC6191BD', 'COACH']",Printed
117,651688,5/26/24,POK24-001743,Approved,1,Tiffany & Co.,Sunglasses,TF4188-D,1,Receipt/2024/6aevujdze5.jpg,Yes,6aevujdze5.jpg,13.284467,"{'m_receipt_date': ['2024-05-26', '2024-05-26'], 'm_receipt_number': ['POK24-001743', 'POK24-001743'], 'm_brand_model': [], 'm_brand': ['TIFFANY & CO TF4188-', 'TIFFANY'], 'id': 651688, 'receipt_type': 'Printed'}","['2024-05-26', '2024-05-26']","['POK24-001743', 'POK24-001743']",[],"['TIFFANY & CO TF4188-', 'TIFFANY']",Printed
118,651679,7/9/24,pjp24-002197,Approved,1,Oakley,Sunglasses,wind jacket 2.0 9418-2845,1,Receipt/2024/kffjrfullw.jpg,Yes,kffjrfullw.jpg,6.677883,"{'m_receipt_date': ['2024-07-09', '2024-07-09', '9/7', '2024-07-09', '2024-07-09', '9/7'], 'm_receipt_number': ['PJP24-002197', 'PJP24-002197'], 'm_brand_model': ['OAKLEY WIND JACKET 2.0 9418-2845'], 'm_brand': ['OAKLEY WIND JACKET 2.0 9418-2845', 'OAKLEY'], 'id': 651679, 'receipt_type': 'Printed'}","['2024-07-09', '2024-07-09', '9/7', '2024-07-09', '2024-07-09', '9/7']","['PJP24-002197', 'PJP24-002197']",['OAKLEY WIND JACKET 2.0 9418-2845'],"['OAKLEY WIND JACKET 2.0 9418-2845', 'OAKLEY']",Printed
119,651666,7/7/24,43985,Approved,1,Ray-Ban,Optical,RB6489,1,Receipt/2024/drezwvzcdl.jpg,Yes,drezwvzcdl.jpg,5.024027,"{'m_receipt_date': ['07/07/2024'], 'm_receipt_number': ['No: 43985', 'No: 43985', '43985', '43985'], 'm_brand_model': ['Frame Rayban RB6489 1.5metry transition Size (Shor)', 'RB6489'], 'm_brand': ['Frame Rayban RB6489 1.5metry transition Size (Shor)', 'Rayban'], 'id': 651666, 'receipt_type': 'Handwritten'}",['07/07/2024'],"['No: 43985', 'No: 43985', '43985', '43985']","['Frame Rayban RB6489 1.5metry transition Size (Shor)', 'RB6489']","['Frame Rayban RB6489 1.5metry transition Size (Shor)', 'Rayban']",Handwritten
120,651665,7/6/24,43975,Approved,1,Oakley,Optical,OX8080,1,Receipt/2024/tkzqnllqus.jpg,Yes,tkzqnllqus.jpg,4.903363,"{'m_receipt_date': ['06/07/2024', '06/07/2024'], 'm_receipt_number': ['No: 43975', 'No: 43975', '43975', '43975'], 'm_brand_model': ['Frame Oakley 048080 Lense', '048080'], 'm_brand': ['Frame Oakley 048080 Lense', 'Oakley'], 'id': 651665, 'receipt_type': 'Handwritten'}","['06/07/2024', '06/07/2024']","['No: 43975', 'No: 43975', '43975', '43975']","['Frame Oakley 048080 Lense', '048080']","['Frame Oakley 048080 Lense', 'Oakley']",Handwritten
121,651663,7/6/24,43969,Approved,1,Emporio Armani,Optical,EA1158-D,1,Receipt/2024/adwdqiwule.jpg,Yes,adwdqiwule.jpg,4.882426,"{'m_receipt_date': ['6/7/2024'], 'm_receipt_number': ['No: 43969', 'No: 43969', '43969', '43969'], 'm_brand_model': ['Bridge EA1158D P.D.', 'EA1158D'], 'm_brand': ['Bridge EA1158D P.D.'], 'id': 651663, 'receipt_type': 'Handwritten'}",['6/7/2024'],"['No: 43969', 'No: 43969', '43969', '43969']","['Bridge EA1158D P.D.', 'EA1158D']",['Bridge EA1158D P.D.'],Handwritten
122,651662,7/6/24,43960,Approved,1,Oakley,Sunglasses,OO4142,1,Receipt/2024/ip13suaovi.jpg,Yes,ip13suaovi.jpg,4.866425,"{'m_receipt_date': ['06/07/2024', '06/07/2024'], 'm_receipt_number': ['No: 43960', 'No: 43960', '43960', '43960'], 'm_brand_model': ['Frame Oahley/ 004142 Lense 156 transturing Size', '004142'], 'm_brand': ['Frame Oahley/ 004142 Lense 156 transturing Size'], 'id': 651662, 'receipt_type': 'Handwritten'}","['06/07/2024', '06/07/2024']","['No: 43960', 'No: 43960', '43960', '43960']","['Frame Oahley/ 004142 Lense 156 transturing Size', '004142']",['Frame Oahley/ 004142 Lense 156 transturing Size'],Handwritten
123,651661,7/4/24,43957,Approved,1,Oakley,Sunglasses,OO9013,1,Receipt/2024/unyn8qcxop.jpg,Yes,unyn8qcxop.jpg,4.83652,"{'m_receipt_date': [], 'm_receipt_number': ['No: 43957', 'No: 43957', '43957', '43957'], 'm_brand_model': ['Frame Wahley OJ 9013', '9013'], 'm_brand': ['Frame Wahley OJ 9013'], 'id': 651661, 'receipt_type': 'Handwritten'}",[],"['No: 43957', 'No: 43957', '43957', '43957']","['Frame Wahley OJ 9013', '9013']",['Frame Wahley OJ 9013'],Handwritten
124,651660,7/7/24,59007,Approved,1,Oakley,Optical,8051,1,Receipt/2024/gchzzblxbe.jpg,Yes,gchzzblxbe.jpg,9.040114,"{'m_receipt_date': ['7/7/24', '7/7/24'], 'm_receipt_number': ['59007', '59007'], 'm_brand_model': ['OAKLEY 8051 03 54', '8051 03 54'], 'm_brand': ['OAKLEY 8051 03 54', 'OAKLEY'], 'id': 651660, 'receipt_type': 'Printed'}","['7/7/24', '7/7/24']","['59007', '59007']","['OAKLEY 8051 03 54', '8051 03 54']","['OAKLEY 8051 03 54', 'OAKLEY']",Printed
125,651659,7/3/24,43947,Approved,1,Oakley,Optical,OX3026,1,Receipt/2024/rarffktdhe.jpg,Yes,rarffktdhe.jpg,4.940763,"{'m_receipt_date': [], 'm_receipt_number': ['No: 43947', 'No: 43947', '43947', '43947'], 'm_brand_model': [], 'm_brand': [], 'id': 651659, 'receipt_type': 'Handwritten'}",[],"['No: 43947', 'No: 43947', '43947', '43947']",[],[],Handwritten
126,651658,7/3/24,43937,Approved,1,Coach,Sunglasses,HC7095-H,1,Receipt/2024/dlkgwbcmph.jpg,Yes,dlkgwbcmph.jpg,4.994696,"{'m_receipt_date': [], 'm_receipt_number': ['No: 43937', 'No: 43937', '43937', '43937'], 'm_brand_model': [], 'm_brand': [], 'id': 651658, 'receipt_type': 'Handwritten'}",[],"['No: 43937', 'No: 43937', '43937', '43937']",[],[],Handwritten
127,651657,7/6/24,58999,Approved,1,Ray-Ban,Optical,7228,1,Receipt/2024/5ex4uopeoi.jpg,Yes,5ex4uopeoi.jpg,13.079784,"{'m_receipt_date': ['6/7/24', '6/7/24'], 'm_receipt_number': ['58999', '58999'], 'm_brand_model': ['RAYBAN 7228F 2012 55', '7228F'], 'm_brand': ['RAYBAN 7228F 2012 55', 'RAYBAN'], 'id': 651657, 'receipt_type': 'Printed'}","['6/7/24', '6/7/24']","['58999', '58999']","['RAYBAN 7228F 2012 55', '7228F']","['RAYBAN 7228F 2012 55', 'RAYBAN']",Printed
128,651656,7/3/24,43936,Approved,1,Coach,Sunglasses,HC7151-D,1,Receipt/2024/oam6ok7zaf.jpg,Yes,oam6ok7zaf.jpg,5.044601,"{'m_receipt_date': ['03/07/2024'], 'm_receipt_number': ['No: 43936', 'No: 43936', '43936', '43936'], 'm_brand_model': [], 'm_brand': [], 'id': 651656, 'receipt_type': 'Handwritten'}",['03/07/2024'],"['No: 43936', 'No: 43936', '43936', '43936']",[],[],Handwritten
129,651655,7/2/24,43926,Approved,1,Oakley,Optical,OX8100-F,1,Receipt/2024/3l64k80shc.jpg,Yes,3l64k80shc.jpg,5.025454,"{'m_receipt_date': ['02/07/2024', '02/07/2024'], 'm_receipt_number': ['No: 43926', 'No: 43926', '43926', '43926'], 'm_brand_model': [], 'm_brand': [], 'id': 651655, 'receipt_type': 'Handwritten'}","['02/07/2024', '02/07/2024']","['No: 43926', 'No: 43926', '43926', '43926']",[],[],Handwritten
130,651654,7/2/24,43917,Approved,1,Oakley,Optical,OX8153,1,Receipt/2024/bzmmvaejcf.jpg,Yes,bzmmvaejcf.jpg,4.997036,"{'m_receipt_date': ['02/07/2024', '02/07/2024'], 'm_receipt_number': ['No: 43917', 'No: 43917', '43917', '43917'], 'm_brand_model': ['Frame Uahley 0x8153 Lense', '0x8153'], 'm_brand': ['Frame Uahley 0x8153 Lense'], 'id': 651654, 'receipt_type': 'Handwritten'}","['02/07/2024', '02/07/2024']","['No: 43917', 'No: 43917', '43917', '43917']","['Frame Uahley 0x8153 Lense', '0x8153']",['Frame Uahley 0x8153 Lense'],Handwritten
131,651653,7/2/24,43916,Approved,1,Oakley,Optical,OX8178,1,Receipt/2024/wvdyko4qpj.jpg,Yes,wvdyko4qpj.jpg,4.995572,"{'m_receipt_date': ['02/07/2024', '02/07/2024'], 'm_receipt_number': ['No: 43916', 'No: 43916', '43916', '43916'], 'm_brand_model': ['Frame Oalley 048178 Lense', '048178'], 'm_brand': ['Frame Oalley 048178 Lense'], 'id': 651653, 'receipt_type': 'Handwritten'}","['02/07/2024', '02/07/2024']","['No: 43916', 'No: 43916', '43916', '43916']","['Frame Oalley 048178 Lense', '048178']",['Frame Oalley 048178 Lense'],Handwritten
132,651652,7/6/24,58991,Approved,1,Ray-Ban,Optical,3582,1,Receipt/2024/1blncwlqwu.jpg,Yes,1blncwlqwu.jpg,8.811738,"{'m_receipt_date': ['6/7/24', '6/7/24'], 'm_receipt_number': ['58991', '58991'], 'm_brand_model': ['RAYBAN 3582V 2946 51', '3582V'], 'm_brand': ['RAYBAN 3582V 2946 51', 'RAYBAN'], 'id': 651652, 'receipt_type': 'Printed'}","['6/7/24', '6/7/24']","['58991', '58991']","['RAYBAN 3582V 2946 51', '3582V']","['RAYBAN 3582V 2946 51', 'RAYBAN']",Printed
133,651651,6/30/24,43888,Approved,1,Ray-Ban,Optical,RB5154,1,Receipt/2024/lrdx7mrujk.jpg,Yes,lrdx7mrujk.jpg,4.918177,"{'m_receipt_date': ['30/06/2024', '30/06/2024'], 'm_receipt_number': ['No: 43888', 'No: 43888', '43888', '43888'], 'm_brand_model': ['Frame Rayben RB Lense 5154', '5154'], 'm_brand': ['Frame Rayben RB Lense 5154'], 'id': 651651, 'receipt_type': 'Handwritten'}","['30/06/2024', '30/06/2024']","['No: 43888', 'No: 43888', '43888', '43888']","['Frame Rayben RB Lense 5154', '5154']",['Frame Rayben RB Lense 5154'],Handwritten
134,651649,6/30/24,43886,Approved,1,Oakley,Optical,OX8080,1,Receipt/2024/xgcc1gpqef.jpg,Yes,xgcc1gpqef.jpg,4.769636,"{'m_receipt_date': ['30/06/2024', '30/06/2024'], 'm_receipt_number': ['No: 43886', 'No: 43886', '43886', '43886'], 'm_brand_model': [], 'm_brand': [], 'id': 651649, 'receipt_type': 'Handwritten'}","['30/06/2024', '30/06/2024']","['No: 43886', 'No: 43886', '43886', '43886']",[],[],Handwritten
